code_pays,pays,annee,age_valeur,genre,sector,sector_group,population,tranche_age
CIV,Côte d'Ivoire,2026,23,male,Administrative and support service activities,Services,396,15-24
CIV,Côte d'Ivoire,2026,23,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,474,15-24
CIV,Côte d'Ivoire,2026,23,male,Activities of extraterritorial organizations and bodies,Services,38,15-24
CIV,Côte d'Ivoire,2026,23,male,Accommodation and food service activities,Services,1705,15-24
CIV,Côte d'Ivoire,2026,24,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,9799,15-24
CIV,Côte d'Ivoire,2026,24,male,"Water supply; sewerage, waste management and remediation activities",Industry,64,15-24
CIV,Côte d'Ivoire,2026,24,male,Transportation and storage,Services,4059,15-24
CIV,Côte d'Ivoire,2026,24,male,Real estate activities,Services,47,15-24
CIV,Côte d'Ivoire,2026,24,male,Public administration and defence; compulsory social security,Services,195,15-24
CIV,Côte d'Ivoire,2026,24,male,"Professional, scientific and technical activities",Services,164,15-24
CIV,Côte d'Ivoire,2026,24,male,Other service activities,Services,2665,15-24
CIV,Côte d'Ivoire,2026,24,male,Mining and quarrying,Industry,883,15-24
CIV,Côte d'Ivoire,2026,24,male,Manufacturing,Industry,7540,15-24
CIV,Côte d'Ivoire,2026,24,male,Information and communication,Services,535,15-24
CIV,Côte d'Ivoire,2026,24,male,Human health and social work activities,Services,386,15-24
CIV,Côte d'Ivoire,2026,24,male,Financial and insurance activities,Services,292,15-24
CIV,Côte d'Ivoire,2026,24,male,"Electricity; gas, steam and air conditioning supply",Industry,163,15-24
CIV,Côte d'Ivoire,2026,24,male,Education,Services,184,15-24
CIV,Côte d'Ivoire,2026,24,male,Construction,Industry,5708,15-24
CIV,Côte d'Ivoire,2026,24,male,"Arts, entertainment and recreation",Services,311,15-24
CIV,Côte d'Ivoire,2026,24,male,Agriculture; forestry and fishing,Agriculture,70955,15-24
CIV,Côte d'Ivoire,2026,24,male,Administrative and support service activities,Services,380,15-24
CIV,Côte d'Ivoire,2026,24,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,458,15-24
CIV,Côte d'Ivoire,2026,24,male,Activities of extraterritorial organizations and bodies,Services,38,15-24
CIV,Côte d'Ivoire,2026,24,male,Accommodation and food service activities,Services,1645,15-24
CIV,Côte d'Ivoire,2026,25,male,Accommodation and food service activities,Services,3649,25-35
CIV,Côte d'Ivoire,2026,25,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,730,25-35
CIV,Côte d'Ivoire,2026,25,male,Administrative and support service activities,Services,2720,25-35
CIV,Côte d'Ivoire,2026,25,male,Agriculture; forestry and fishing,Agriculture,98363,25-35
CIV,Côte d'Ivoire,2026,25,male,"Arts, entertainment and recreation",Services,1916,25-35
CIV,Côte d'Ivoire,2026,25,male,Construction,Industry,17205,25-35
CIV,Côte d'Ivoire,2026,25,male,Education,Services,14157,25-35
CIV,Côte d'Ivoire,2026,25,male,"Electricity; gas, steam and air conditioning supply",Industry,708,25-35
CIV,Côte d'Ivoire,2026,25,male,Financial and insurance activities,Services,3425,25-35
CIV,Côte d'Ivoire,2026,25,male,Human health and social work activities,Services,6754,25-35
CIV,Côte d'Ivoire,2026,25,male,Information and communication,Services,4159,25-35
CIV,Côte d'Ivoire,2026,25,male,Manufacturing,Industry,22552,25-35
CIV,Côte d'Ivoire,2026,25,male,Mining and quarrying,Industry,2782,25-35
CIV,Côte d'Ivoire,2026,25,male,Other service activities,Services,9546,25-35
CIV,Côte d'Ivoire,2026,25,male,"Professional, scientific and technical activities",Services,1570,25-35
CIV,Côte d'Ivoire,2026,25,male,Public administration and defence; compulsory social security,Services,9839,25-35
CIV,Côte d'Ivoire,2026,25,male,Real estate activities,Services,412,25-35
CIV,Côte d'Ivoire,2026,25,male,Transportation and storage,Services,17187,25-35
CIV,Côte d'Ivoire,2026,25,male,"Water supply; sewerage, waste management and remediation activities",Industry,298,25-35
CIV,Côte d'Ivoire,2026,25,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,36686,25-35
CIV,Côte d'Ivoire,2026,25,male,Activities of extraterritorial organizations and bodies,Services,315,25-35
CIV,Côte d'Ivoire,2026,26,male,Accommodation and food service activities,Services,3509,25-35
CIV,Côte d'Ivoire,2026,26,male,Activities of extraterritorial organizations and bodies,Services,301,25-35
CIV,Côte d'Ivoire,2026,26,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,702,25-35
CIV,Côte d'Ivoire,2026,26,male,Administrative and support service activities,Services,2616,25-35
CIV,Côte d'Ivoire,2026,26,male,Agriculture; forestry and fishing,Agriculture,94581,25-35
CIV,Côte d'Ivoire,2026,26,male,"Arts, entertainment and recreation",Services,1842,25-35
CIV,Côte d'Ivoire,2026,26,male,Construction,Industry,16544,25-35
CIV,Côte d'Ivoire,2026,26,male,Education,Services,13614,25-35
CIV,Côte d'Ivoire,2026,26,male,"Electricity; gas, steam and air conditioning supply",Industry,682,25-35
CIV,Côte d'Ivoire,2026,26,male,Financial and insurance activities,Services,3293,25-35
CIV,Côte d'Ivoire,2026,26,male,Human health and social work activities,Services,6494,25-35
CIV,Côte d'Ivoire,2026,26,male,Information and communication,Services,3998,25-35
CIV,Côte d'Ivoire,2026,26,male,Manufacturing,Industry,21684,25-35
CIV,Côte d'Ivoire,2026,26,male,Mining and quarrying,Industry,2674,25-35
CIV,Côte d'Ivoire,2026,26,male,Other service activities,Services,9180,25-35
CIV,Côte d'Ivoire,2026,26,male,"Professional, scientific and technical activities",Services,1511,25-35
CIV,Côte d'Ivoire,2026,26,male,Public administration and defence; compulsory social security,Services,9461,25-35
CIV,Côte d'Ivoire,2026,26,male,Real estate activities,Services,397,25-35
CIV,Côte d'Ivoire,2026,26,male,Transportation and storage,Services,16526,25-35
CIV,Côte d'Ivoire,2026,26,male,"Water supply; sewerage, waste management and remediation activities",Industry,285,25-35
CIV,Côte d'Ivoire,2026,26,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,35276,25-35
CIV,Côte d'Ivoire,2026,27,male,Accommodation and food service activities,Services,3370,25-35
CIV,Côte d'Ivoire,2026,27,male,Activities of extraterritorial organizations and bodies,Services,290,25-35
CIV,Côte d'Ivoire,2026,27,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,677,25-35
CIV,Côte d'Ivoire,2026,27,male,Administrative and support service activities,Services,2514,25-35
CIV,Côte d'Ivoire,2026,27,male,Agriculture; forestry and fishing,Agriculture,90861,25-35
CIV,Côte d'Ivoire,2026,27,male,"Arts, entertainment and recreation",Services,1770,25-35
CIV,Côte d'Ivoire,2026,27,male,Construction,Industry,15893,25-35
CIV,Côte d'Ivoire,2026,27,male,Education,Services,13079,25-35
CIV,Côte d'Ivoire,2026,27,male,"Electricity; gas, steam and air conditioning supply",Industry,655,25-35
CIV,Côte d'Ivoire,2026,27,male,Financial and insurance activities,Services,3163,25-35
CIV,Côte d'Ivoire,2026,27,male,Human health and social work activities,Services,6239,25-35
CIV,Côte d'Ivoire,2026,27,male,Information and communication,Services,3842,25-35
CIV,Côte d'Ivoire,2026,27,male,Manufacturing,Industry,20831,25-35
CIV,Côte d'Ivoire,2026,27,male,Mining and quarrying,Industry,2570,25-35
CIV,Côte d'Ivoire,2026,27,male,Other service activities,Services,8819,25-35
CIV,Côte d'Ivoire,2026,27,male,"Professional, scientific and technical activities",Services,1452,25-35
CIV,Côte d'Ivoire,2026,27,male,Public administration and defence; compulsory social security,Services,9088,25-35
CIV,Côte d'Ivoire,2026,27,male,Real estate activities,Services,381,25-35
CIV,Côte d'Ivoire,2026,27,male,Transportation and storage,Services,15875,25-35
CIV,Côte d'Ivoire,2026,27,male,"Water supply; sewerage, waste management and remediation activities",Industry,275,25-35
CIV,Côte d'Ivoire,2026,27,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,33888,25-35
CIV,Côte d'Ivoire,2026,28,male,Accommodation and food service activities,Services,3238,25-35
CIV,Côte d'Ivoire,2026,28,male,Activities of extraterritorial organizations and bodies,Services,280,25-35
CIV,Côte d'Ivoire,2026,28,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,649,25-35
CIV,Côte d'Ivoire,2026,28,male,Administrative and support service activities,Services,2413,25-35
CIV,Côte d'Ivoire,2026,28,male,Agriculture; forestry and fishing,Agriculture,87276,25-35
CIV,Côte d'Ivoire,2026,28,male,"Arts, entertainment and recreation",Services,1700,25-35
CIV,Côte d'Ivoire,2026,28,male,Construction,Industry,15265,25-35
CIV,Côte d'Ivoire,2026,28,male,Education,Services,12563,25-35
CIV,Côte d'Ivoire,2026,28,male,"Electricity; gas, steam and air conditioning supply",Industry,630,25-35
CIV,Côte d'Ivoire,2026,28,male,Financial and insurance activities,Services,3039,25-35
CIV,Côte d'Ivoire,2026,28,male,Human health and social work activities,Services,5992,25-35
CIV,Côte d'Ivoire,2026,28,male,Information and communication,Services,3690,25-35
CIV,Côte d'Ivoire,2026,28,male,Manufacturing,Industry,20009,25-35
CIV,Côte d'Ivoire,2026,28,male,Mining and quarrying,Industry,2468,25-35
CIV,Côte d'Ivoire,2026,28,male,Other service activities,Services,8471,25-35
CIV,Côte d'Ivoire,2026,28,male,"Professional, scientific and technical activities",Services,1395,25-35
CIV,Côte d'Ivoire,2026,28,male,Public administration and defence; compulsory social security,Services,8729,25-35
CIV,Côte d'Ivoire,2026,28,male,Real estate activities,Services,367,25-35
CIV,Côte d'Ivoire,2026,28,male,Transportation and storage,Services,15249,25-35
CIV,Côte d'Ivoire,2026,28,male,"Water supply; sewerage, waste management and remediation activities",Industry,264,25-35
CIV,Côte d'Ivoire,2026,28,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,32552,25-35
CIV,Côte d'Ivoire,2026,29,male,Accommodation and food service activities,Services,3108,25-35
CIV,Côte d'Ivoire,2026,29,male,Activities of extraterritorial organizations and bodies,Services,268,25-35
CIV,Côte d'Ivoire,2026,29,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,623,25-35
CIV,Côte d'Ivoire,2026,29,male,Administrative and support service activities,Services,2318,25-35
CIV,Côte d'Ivoire,2026,29,male,Agriculture; forestry and fishing,Agriculture,83809,25-35
CIV,Côte d'Ivoire,2026,29,male,"Arts, entertainment and recreation",Services,1633,25-35
CIV,Côte d'Ivoire,2026,29,male,Construction,Industry,14660,25-35
CIV,Côte d'Ivoire,2026,29,male,Education,Services,12064,25-35
CIV,Côte d'Ivoire,2026,29,male,"Electricity; gas, steam and air conditioning supply",Industry,604,25-35
CIV,Côte d'Ivoire,2026,29,male,Financial and insurance activities,Services,2917,25-35
CIV,Côte d'Ivoire,2026,29,male,Human health and social work activities,Services,5756,25-35
CIV,Côte d'Ivoire,2026,29,male,Information and communication,Services,3543,25-35
CIV,Côte d'Ivoire,2026,29,male,Manufacturing,Industry,19213,25-35
CIV,Côte d'Ivoire,2026,29,male,Mining and quarrying,Industry,2370,25-35
CIV,Côte d'Ivoire,2026,29,male,Other service activities,Services,8134,25-35
CIV,Côte d'Ivoire,2026,29,male,"Professional, scientific and technical activities",Services,1339,25-35
CIV,Côte d'Ivoire,2026,29,male,Public administration and defence; compulsory social security,Services,8384,25-35
CIV,Côte d'Ivoire,2026,29,male,Real estate activities,Services,353,25-35
CIV,Côte d'Ivoire,2026,29,male,Transportation and storage,Services,14645,25-35
CIV,Côte d'Ivoire,2026,29,male,"Water supply; sewerage, waste management and remediation activities",Industry,253,25-35
CIV,Côte d'Ivoire,2026,29,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,31258,25-35
CIV,Côte d'Ivoire,2026,30,male,Information and communication,Services,3401,25-35
CIV,Côte d'Ivoire,2026,30,male,Accommodation and food service activities,Services,2983,25-35
CIV,Côte d'Ivoire,2026,30,male,Activities of extraterritorial organizations and bodies,Services,257,25-35
CIV,Côte d'Ivoire,2026,30,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,597,25-35
CIV,Côte d'Ivoire,2026,30,male,Administrative and support service activities,Services,2224,25-35
CIV,Côte d'Ivoire,2026,30,male,Agriculture; forestry and fishing,Agriculture,80401,25-35
CIV,Côte d'Ivoire,2026,30,male,"Arts, entertainment and recreation",Services,1566,25-35
CIV,Côte d'Ivoire,2026,30,male,Construction,Industry,14064,25-35
CIV,Côte d'Ivoire,2026,30,male,Education,Services,11573,25-35
CIV,Côte d'Ivoire,2026,30,male,"Electricity; gas, steam and air conditioning supply",Industry,579,25-35
CIV,Côte d'Ivoire,2026,30,male,Manufacturing,Industry,18433,25-35
CIV,Côte d'Ivoire,2026,30,male,Mining and quarrying,Industry,2272,25-35
CIV,Côte d'Ivoire,2026,30,male,Other service activities,Services,7803,25-35
CIV,Côte d'Ivoire,2026,30,male,"Professional, scientific and technical activities",Services,1286,25-35
CIV,Côte d'Ivoire,2026,30,male,Public administration and defence; compulsory social security,Services,8042,25-35
CIV,Côte d'Ivoire,2026,30,male,Real estate activities,Services,337,25-35
CIV,Côte d'Ivoire,2026,30,male,Transportation and storage,Services,14048,25-35
CIV,Côte d'Ivoire,2026,30,male,"Water supply; sewerage, waste management and remediation activities",Industry,243,25-35
CIV,Côte d'Ivoire,2026,30,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,29987,25-35
CIV,Côte d'Ivoire,2026,30,male,Financial and insurance activities,Services,2798,25-35
CIV,Côte d'Ivoire,2026,30,male,Human health and social work activities,Services,5521,25-35
CIV,Côte d'Ivoire,2026,31,male,Accommodation and food service activities,Services,2859,25-35
CIV,Côte d'Ivoire,2026,31,male,Activities of extraterritorial organizations and bodies,Services,246,25-35
CIV,Côte d'Ivoire,2026,31,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,573,25-35
CIV,Côte d'Ivoire,2026,31,male,Administrative and support service activities,Services,2133,25-35
CIV,Côte d'Ivoire,2026,31,male,Agriculture; forestry and fishing,Agriculture,77089,25-35
CIV,Côte d'Ivoire,2026,31,male,"Arts, entertainment and recreation",Services,1501,25-35
CIV,Côte d'Ivoire,2026,31,male,Construction,Industry,13485,25-35
CIV,Côte d'Ivoire,2026,31,male,Education,Services,11096,25-35
CIV,Côte d'Ivoire,2026,31,male,"Electricity; gas, steam and air conditioning supply",Industry,555,25-35
CIV,Côte d'Ivoire,2026,31,male,Financial and insurance activities,Services,2683,25-35
CIV,Côte d'Ivoire,2026,31,male,Human health and social work activities,Services,5294,25-35
CIV,Côte d'Ivoire,2026,31,male,Information and communication,Services,3260,25-35
CIV,Côte d'Ivoire,2026,31,male,Manufacturing,Industry,17673,25-35
CIV,Côte d'Ivoire,2026,31,male,Mining and quarrying,Industry,2180,25-35
CIV,Côte d'Ivoire,2026,31,male,Other service activities,Services,7482,25-35
CIV,Côte d'Ivoire,2026,31,male,"Professional, scientific and technical activities",Services,1230,25-35
CIV,Côte d'Ivoire,2026,31,male,Public administration and defence; compulsory social security,Services,7710,25-35
CIV,Côte d'Ivoire,2026,31,male,Real estate activities,Services,323,25-35
CIV,Côte d'Ivoire,2026,31,male,Transportation and storage,Services,13470,25-35
CIV,Côte d'Ivoire,2026,31,male,"Water supply; sewerage, waste management and remediation activities",Industry,233,25-35
CIV,Côte d'Ivoire,2026,31,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,28752,25-35
CIV,Côte d'Ivoire,2026,32,male,Accommodation and food service activities,Services,2741,25-35
CIV,Côte d'Ivoire,2026,32,male,Activities of extraterritorial organizations and bodies,Services,235,25-35
CIV,Côte d'Ivoire,2026,32,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,549,25-35
CIV,Côte d'Ivoire,2026,32,male,Administrative and support service activities,Services,2043,25-35
CIV,Côte d'Ivoire,2026,32,male,Agriculture; forestry and fishing,Agriculture,73889,25-35
CIV,Côte d'Ivoire,2026,32,male,"Arts, entertainment and recreation",Services,1440,25-35
CIV,Côte d'Ivoire,2026,32,male,Construction,Industry,12924,25-35
CIV,Côte d'Ivoire,2026,32,male,Education,Services,10636,25-35
CIV,Côte d'Ivoire,2026,32,male,"Electricity; gas, steam and air conditioning supply",Industry,532,25-35
CIV,Côte d'Ivoire,2026,32,male,Financial and insurance activities,Services,2573,25-35
CIV,Côte d'Ivoire,2026,32,male,Human health and social work activities,Services,5072,25-35
CIV,Côte d'Ivoire,2026,32,male,Information and communication,Services,3124,25-35
CIV,Côte d'Ivoire,2026,32,male,Manufacturing,Industry,16939,25-35
CIV,Côte d'Ivoire,2026,32,male,Mining and quarrying,Industry,2088,25-35
CIV,Côte d'Ivoire,2026,32,male,Other service activities,Services,7171,25-35
CIV,Côte d'Ivoire,2026,32,male,"Professional, scientific and technical activities",Services,1181,25-35
CIV,Côte d'Ivoire,2026,32,male,Public administration and defence; compulsory social security,Services,7391,25-35
CIV,Côte d'Ivoire,2026,32,male,Real estate activities,Services,311,25-35
CIV,Côte d'Ivoire,2026,32,male,Transportation and storage,Services,12910,25-35
CIV,Côte d'Ivoire,2026,32,male,"Water supply; sewerage, waste management and remediation activities",Industry,223,25-35
CIV,Côte d'Ivoire,2026,32,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,27559,25-35
CIV,Côte d'Ivoire,2026,33,male,Accommodation and food service activities,Services,2627,25-35
CIV,Côte d'Ivoire,2026,33,male,Activities of extraterritorial organizations and bodies,Services,226,25-35
CIV,Côte d'Ivoire,2026,33,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,526,25-35
CIV,Côte d'Ivoire,2026,33,male,Administrative and support service activities,Services,1959,25-35
CIV,Côte d'Ivoire,2026,33,male,Agriculture; forestry and fishing,Agriculture,70809,25-35
CIV,Côte d'Ivoire,2026,33,male,"Arts, entertainment and recreation",Services,1379,25-35
CIV,Côte d'Ivoire,2026,33,male,Construction,Industry,12383,25-35
CIV,Côte d'Ivoire,2026,33,male,Education,Services,10193,25-35
CIV,Côte d'Ivoire,2026,33,male,"Electricity; gas, steam and air conditioning supply",Industry,510,25-35
CIV,Côte d'Ivoire,2026,33,male,Financial and insurance activities,Services,2464,25-35
CIV,Côte d'Ivoire,2026,33,male,Human health and social work activities,Services,4863,25-35
CIV,Côte d'Ivoire,2026,33,male,Information and communication,Services,2994,25-35
CIV,Côte d'Ivoire,2026,33,male,Manufacturing,Industry,16234,25-35
CIV,Côte d'Ivoire,2026,33,male,Mining and quarrying,Industry,2002,25-35
CIV,Côte d'Ivoire,2026,33,male,Other service activities,Services,6872,25-35
CIV,Côte d'Ivoire,2026,33,male,"Professional, scientific and technical activities",Services,1132,25-35
CIV,Côte d'Ivoire,2026,33,male,Public administration and defence; compulsory social security,Services,7084,25-35
CIV,Côte d'Ivoire,2026,33,male,Real estate activities,Services,299,25-35
CIV,Côte d'Ivoire,2026,33,male,Transportation and storage,Services,12373,25-35
CIV,Côte d'Ivoire,2026,33,male,"Water supply; sewerage, waste management and remediation activities",Industry,213,25-35
CIV,Côte d'Ivoire,2026,33,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,26409,25-35
CIV,Côte d'Ivoire,2026,34,male,Accommodation and food service activities,Services,2518,25-35
CIV,Côte d'Ivoire,2026,34,male,Activities of extraterritorial organizations and bodies,Services,217,25-35
CIV,Côte d'Ivoire,2026,34,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,505,25-35
CIV,Côte d'Ivoire,2026,34,male,Administrative and support service activities,Services,1878,25-35
CIV,Côte d'Ivoire,2026,34,male,Agriculture; forestry and fishing,Agriculture,67887,25-35
CIV,Côte d'Ivoire,2026,34,male,"Arts, entertainment and recreation",Services,1323,25-35
CIV,Côte d'Ivoire,2026,34,male,Construction,Industry,11874,25-35
CIV,Côte d'Ivoire,2026,34,male,Education,Services,9771,25-35
CIV,Côte d'Ivoire,2026,34,male,"Electricity; gas, steam and air conditioning supply",Industry,490,25-35
CIV,Côte d'Ivoire,2026,34,male,Financial and insurance activities,Services,2363,25-35
CIV,Côte d'Ivoire,2026,34,male,Human health and social work activities,Services,4662,25-35
CIV,Côte d'Ivoire,2026,34,male,Information and communication,Services,2870,25-35
CIV,Côte d'Ivoire,2026,34,male,Manufacturing,Industry,15563,25-35
CIV,Côte d'Ivoire,2026,34,male,Mining and quarrying,Industry,1920,25-35
CIV,Côte d'Ivoire,2026,34,male,Other service activities,Services,6588,25-35
CIV,Côte d'Ivoire,2026,34,male,"Professional, scientific and technical activities",Services,1086,25-35
CIV,Côte d'Ivoire,2026,34,male,Public administration and defence; compulsory social security,Services,6791,25-35
CIV,Côte d'Ivoire,2026,34,male,Real estate activities,Services,286,25-35
CIV,Côte d'Ivoire,2026,34,male,Transportation and storage,Services,11862,25-35
CIV,Côte d'Ivoire,2026,34,male,"Water supply; sewerage, waste management and remediation activities",Industry,205,25-35
CIV,Côte d'Ivoire,2026,34,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,25319,25-35
CIV,Côte d'Ivoire,2026,35,male,Transportation and storage,Services,11583,25-35
CIV,Côte d'Ivoire,2026,35,male,"Water supply; sewerage, waste management and remediation activities",Industry,199,25-35
CIV,Côte d'Ivoire,2026,35,male,Accommodation and food service activities,Services,2539,25-35
CIV,Côte d'Ivoire,2026,35,male,Activities of extraterritorial organizations and bodies,Services,191,25-35
CIV,Côte d'Ivoire,2026,35,male,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Services,522,25-35
CIV,Côte d'Ivoire,2026,35,male,Administrative and support service activities,Services,1602,25-35
CIV,Côte d'Ivoire,2026,35,male,Agriculture; forestry and fishing,Agriculture,70207,25-35
CIV,Côte d'Ivoire,2026,35,male,"Arts, entertainment and recreation",Services,1119,25-35
CIV,Côte d'Ivoire,2026,35,male,Construction,Industry,11531,25-35
CIV,Côte d'Ivoire,2026,35,male,Education,Services,7000,25-35
CIV,Côte d'Ivoire,2026,35,male,"Electricity; gas, steam and air conditioning supply",Industry,365,25-35
CIV,Côte d'Ivoire,2026,35,male,Financial and insurance activities,Services,1697,25-35
CIV,Côte d'Ivoire,2026,35,male,Human health and social work activities,Services,3474,25-35
CIV,Côte d'Ivoire,2026,35,male,Information and communication,Services,2191,25-35
CIV,Côte d'Ivoire,2026,35,male,Manufacturing,Industry,15029,25-35
CIV,Côte d'Ivoire,2026,35,male,Mining and quarrying,Industry,2009,25-35
CIV,Côte d'Ivoire,2026,35,male,Other service activities,Services,6385,25-35
CIV,Côte d'Ivoire,2026,35,male,"Professional, scientific and technical activities",Services,760,25-35
CIV,Côte d'Ivoire,2026,35,male,Public administration and defence; compulsory social security,Services,5258,25-35
CIV,Côte d'Ivoire,2026,35,male,Real estate activities,Services,221,25-35
CIV,Côte d'Ivoire,2026,35,male,Wholesale and retail trade; repair of motor vehicles and motorcycles,Services,24833,25-35
